,Date,ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,XTL
13,2015-02-01,0.21333336155503183,0.06345549729799134,0.0642633356897628,0.042824488083798885,0.07988776174810626,0.13604075305913466,0.06617721218540605,0.07829487892984381
14,2015-03-01,-0.04615377330771783,-0.034148288928497764,-0.01325460107086882,-0.03918487602529516,-0.019467788697056846,-0.015424561184818667,-0.024376356946530467,-0.034237498015200124
15,2015-04-01,0.16820266705125456,0.05110524326634798,0.0029849746886312853,0.055138511227174426,0.02278804510057547,0.06366648736069494,0.0368997569069763,0.013713028347069089
16,2015-05-01,-0.04339250066675774,-0.014275580549241431,0.032737881544054215,-0.01236858114019019,-0.023089357307189726,-0.07991592426466117,-0.018295316208150714,0.01439463161676976
17,2015-06-01,-0.0302406116647753,-0.023171718614330074,-0.07036497769926918,-0.027238543191861874,-0.025299526650729442,0.003261207852892253,-0.01193192408998566,-0.03956613396384134
18,2015-07-01,-0.07189765580078883,0.004131129107529439,-0.018537285467959016,0.029163901338453244,-0.0003595020862728481,-0.12040197958917043,-0.005980309047120291,0.013390186659932806
19,2015-08-01,-0.0030605187581894755,-0.03462368811049135,-0.0684462009757449,-0.04864095042066773,-0.018926389423053563,0.02863490505880792,-0.03135493728728473,-0.045094670668920936
20,2015-09-01,-0.06830398613336071,-0.04550729587764709,-0.025531736905109723,-0.05229746635123441,-0.052963842867428786,-0.12994956062904742,-0.058647730909529926,-0.04614277167188733
21,2015-10-01,0.0477761930799298,0.1043785294267512,0.09888904472900047,0.06964047062900161,0.11226696596240346,0.19931283013325626,0.11955548179329159,0.09111521740356765
22,2015-11-01,0.0023583702258238347,-0.007393522774225426,-0.0005319110747670832,-0.014010217341912138,-0.006360978464832041,0.035088017100772424,-0.010147025283896926,0.0045184945086092655
23,2015-12-01,-0.1270587908446289,-0.004841876428276374,-0.03246406361515974,-0.03293218013355929,-0.029986427282780084,-0.0743755131425247,-0.011311229478754506,-0.027335674764581375
24,2016-01-01,0.011169234177854575,0.015949773250692145,-0.08892906281479418,0.037833024615837964,-0.033455137721767544,-0.09330531509102134,0.01997714871005284,-0.10158788582692446
25,2016-02-01,0.016260081256915502,0.05131040580169455,0.0554040018889354,0.003400796293488568,0.06477143825237734,0.15506662015244446,0.03967526312875024,0.08707749799451922
26,2016-03-01,0.14044444022266833,0.04985947293310717,0.06683891102539309,0.05524496744645574,0.038526412406217764,0.08657520004763053,0.04993752881208919,0.04425751018077799
27,2016-04-01,0.09586911312787783,0.0033551491501841546,-0.034955808947709166,-0.0014453309197528048,0.022112197753552675,0.043254179931008566,0.003562676776678173,-0.00016332159436756031
28,2016-05-01,-0.07468005355377676,-0.012713184936334592,0.028141731301529496,0.0006433251034088449,0.01249601953988265,0.017725393927287062,-0.0016210678029644258,0.0223159465471162
29,2016-06-01,0.029208482854990326,0.060657353650643106,0.0027100471710132345,0.015589825162463215,0.05379752056904324,0.0772173953920103,0.06505033095753027,-0.0039531292211906965
30,2016-07-01,0.0259652245726312,0.034016456256634,0.06936887834459113,0.025748189548148382,0.03961461628028707,0.08869140805944543,0.03337593886888892,0.07602794825405111
31,2016-08-01,0.01749271196085991,-0.06006841307145968,0.016497493946636615,-0.028414432190921473,-0.06556438428954994,-0.14979821473005395,-0.059475575547036516,0.01769632259629503
32,2016-09-01,0.04298008348417564,0.00033086192096090655,0.023720347514328218,-0.0006462663401871509,0.0003106748469486264,0.060177740384686686,-0.006839127701005647,0.03793872296823227
33,2016-10-01,-0.0006868910627882861,-0.03338856778448471,-0.009752322570762228,-0.04559424066303412,-0.018581529942861073,-0.06190155670031061,-0.027733967223027938,-0.02973341279867999
34,2016-11-01,0.05567007788613656,0.03692188409172838,-0.004454318141538219,-0.02998463694137598,0.017515960806974047,0.080750487226785,0.03253467885312101,0.06469371076267634
35,2016-12-01,0.09114593586931598,0.06821957365515481,0.0305742260965077,0.02864126465194843,0.07981223563654427,0.13377345127690995,0.06610604767831806,0.025133047469231482
36,2017-01-01,0.02872024249272161,0.00849298111938316,0.041008079268142435,0.03163402860572477,0.035302161811653486,0.05456387202062506,0.011689767885354222,0.0258123399928191
37,2017-02-01,-0.06826955124979038,-0.02857145217743589,0.03721774770124168,-0.007736302272022672,-0.062834670912422,-0.14423388960765515,-0.02775297476219751,0.001410271786858553
38,2017-03-01,0.02325586062670698,-0.020460413977517525,0.04485332446962446,0.008135514591024816,-0.02766086924381318,-0.03009030869556755,-0.029363415357658493,-0.0005633142884953051
39,2017-04-01,-0.0034246614717416313,0.07712192600951089,0.006009738354224045,-0.013786057458915235,0.06055080722115756,0.09007649185298935,0.030669632387232058,-0.00047002948933094925
40,2017-05-01,-0.06435479059690019,0.0009153348514349506,0.052272210056918955,0.0402317720294054,-0.038812148541505456,-0.07703108983729948,-0.030634415249490628,0.001555734379074522
41,2017-06-01,-0.03839747134304481,-0.02621929429912383,-0.011151706612564516,-0.04129786056929018,-0.01315390897943972,-0.001901211868772255,-0.022877179253493293,-0.001553317829126121
42,2017-07-01,0.046558371818664374,0.03116342953349031,0.014056328814286598,0.06250687432955734,-0.005214382984173625,-0.03384897810877807,0.029468459250723198,0.020104683737907976
43,2017-08-01,0.07589440993341152,0.001837552842803096,-0.001826742402909891,-0.011454774988217417,-0.000626915363874144,-0.007303478695445457,-0.0023462149640794605,-0.02212626182211795
44,2017-09-01,0.04505899023761626,-0.012840110996308185,0.017486887855446817,-0.0004965345598101321,-0.046110368116625874,-0.08331676452067027,-0.013789334803836003,-0.007684506329686384
45,2017-10-01,-0.016057110180410946,-0.01706017508051053,0.03412009119359984,-0.023683396412403367,0.00161777071628996,-0.029109100870787115,-0.021864802669202023,-0.002638486589596317
46,2017-11-01,0.024176571860885777,0.0292992830895548,0.011823977545309087,0.03748942740800398,-0.0006631666056575551,-0.12202242955052846,0.02482371590491202,0.019664381790797665
47,2017-12-01,-0.010917685406803629,-0.04362605006063042,0.0,-0.010300881269234605,-0.024220323919544706,0.10545157977103346,-0.005455481491055473,-0.03119655574517278
48,2018-01-01,0.15530813073379718,0.06270697254949953,0.032183945853255326,0.03817390152080721,0.004760271320895253,0.016358342771982122,0.023515490794140042,0.03424940056401058
49,2018-02-01,-0.005057178475276035,-0.05489947715065348,-0.00927988217190402,-0.06442214472001523,-0.055160722663308875,-0.08934710894884164,-0.05716452328406443,-0.015406541545512308
50,2018-03-01,-0.025147178652482158,-0.037149654069175274,-0.0157362392510752,-0.008131399788285589,-0.032234912127680225,-0.10264159393685551,-0.03739083644209339,-0.002028425922716515
51,2018-04-01,-0.08616904309977345,0.020420628162622634,-0.04872482970634459,0.01569851304119574,0.021390417542729738,0.057022126237981995,0.022752469072944956,0.019593262033426075
52,2018-05-01,0.011411428536258579,-0.03362228731609354,0.010204114457468303,-0.05426758652659342,-0.01533406518697667,-0.003984047837908025,-0.026293969308819727,0.011874175489936955
53,2018-06-01,0.0041567692274639195,0.020803482104423916,-0.03664096184487516,-0.018158679975653205,0.022246911310906423,-0.01600012674987721,0.028336285764914267,0.02205562126152786
54,2018-07-01,0.03924334727822322,0.021941959390494085,0.019758878598903514,0.06016005109974277,0.008710509112010538,0.02517290808158503,0.0031737678880765373,-0.007195509232191675
55,2018-08-01,-0.07696688024455225,0.062002087486846214,0.020639322470107746,-0.0010718343575359757,0.07458355676948195,0.1386243101899536,0.028310785860873166,0.07959639679598075
56,2018-09-01,0.08678189839685618,0.03000653012194344,-0.020816739551307698,0.03505015144597266,0.002021589987437163,0.02323425056541643,0.002188762102084711,-0.010513969027356655
57,2018-10-01,-0.04319418428197072,-0.02406501874397707,-0.08774435344066593,-0.06789914905043358,-0.046429611105266874,-0.11989109143765526,-0.05912373800419736,-0.0772500635851961
58,2018-11-01,-0.006830923431761782,0.015681085042614108,0.028360875340865087,0.01223354810841982,0.0180850348196796,-0.011867847215624058,-0.0073519496877403265,0.00855669685312775
59,2018-12-01,-0.07894737088504555,-0.08362817539812627,-0.07231268120168714,-0.0811206077763093,-0.08220129161272344,-0.15456921701559725,-0.08566853880046517,-0.11255657354435585
60,2019-01-01,0.1944733395922607,0.10536904822387848,0.08053127263900632,0.10922088450728508,0.06413666034155592,0.15303406948003262,0.10905707178861049,0.09380983720181715
