,Date,ADRE,BBRC,BICK,BKF,DBEM,DEM,DGRE,DGS,DVYE,EDC,EDIV,EDOG,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMFM,EMIF,EMQQ,EUM,EWEM,EWX,FEM,FEMS,FNDE,GEM,HILO,IEMG,JPEM,PIE,PXH,PXR,QEMM,SCHE,SDEM,SPEM,TLEH,TLTE,XCEM,XSOE
0,2014-01-01,-0.08351883688123465,-0.03620461530036484,-0.08493569374419777,-0.08566187980232902,-0.056635605435241224,-0.08896721710694121,-0.09197417331205565,-0.058983876796170315,-0.08958587719528244,-0.24982577436248765,-0.09030503008814063,,0.2824505875877891,-0.08452387598740177,-0.0807155865200739,-0.0781108605355509,-0.07827793159109935,-0.03987471401836282,-0.16602972035984193,0.1833084513997327,-0.047268440357527884,-0.06164638684317797,,0.08935360485620682,-0.07511422188962433,-0.046397849288539544,-0.07246913617770759,-0.03367765472199422,-0.08006511766189081,,-0.08813403340864294,-0.07111877220261369,,-0.0729808537012896,-0.08617624255982886,-0.06665063644841245,,-0.06488088894742536,,-0.07323510812974017,,-0.07422637319827333,,
1,2014-02-01,0.044589804127558745,0.033587831471455915,0.04155633482141368,0.021897813565606068,0.027941048514313505,0.02194011521014759,0.034955685610006636,0.047530479527113305,0.03737896870074316,0.0928935730217769,0.02999466053556237,,-0.11628833821951712,0.03070449332392021,0.025661276074523783,0.03377824549047648,0.05414018046709133,0.04108362582668368,0.05609099204213358,-0.07472712971833974,0.06500208107148377,0.02689864122916595,,-0.03630019162274546,0.033969629570669305,0.0546246669580199,0.03610262577053837,0.07357190388274305,0.01749390928571757,,0.0038313327019321897,0.033820805363399924,,0.04952267636449945,0.015574269480519286,0.016953967233873764,,0.034806040822096034,,0.027740376472474473,,0.02989142735729504,,
2,2014-03-01,0.03471824016254883,0.04185128516370169,0.032682221223059124,0.03485713055095008,0.01907494867384572,0.03283523606967957,0.0654126592750809,0.031651460913225904,0.034729715650097664,0.11007230921650475,0.04615363643911623,,-0.12516607871330315,0.016619674046911913,0.026943908439956903,0.038753914613581755,0.05740175944603424,0.03135662426188111,0.08797121228016706,-0.08393829629596088,0.03274067195410294,0.032665770199652576,,-0.042013738584316195,0.0591361895907413,0.032426573605380225,0.005037692484112012,-0.015049655165426199,0.03438631253812764,,0.022264642373639017,0.03588009603062793,,0.006253566825771518,0.05129585531214948,0.023062033525051057,,0.04915903606912839,,0.03664320024142518,,0.037142232331209626,,
3,2014-04-01,0.02502754616567092,0.02362949541445418,0.005197893371220068,-0.008558852851481558,-0.0009358743307738365,0.00978192378235173,0.019529091014267305,0.011904294344882495,0.022236250146265943,0.01646238057236651,0.035962038885513296,0.02791987330069383,-0.032160066182424625,0.0006168720538170964,0.02136487394224048,0.00780312789965959,0.02095242857142868,-0.0004137094038095303,0.005913136017826926,-0.020802368126865787,0.0246574676816452,0.010444761902697433,,-0.009829833990489773,0.008272218834100373,-0.0052697675786089375,-0.00041748491277906547,-0.016168749187414476,0.007731009887403228,,0.0150048166435555,0.00977995121254527,,0.007344737170622087,0.015036541336529012,0.009505812941145516,,0.007809346136593981,,0.007101264945866231,,0.00508822769879387,,
4,2014-05-01,0.012610771229791555,0.022622290706720456,0.04674043712683387,0.044834532606005596,0.01732999856263485,0.01957620624775398,0.021318868846082095,0.010197371151659194,0.006772029550584915,0.08587578707008853,0.008876214444406214,0.03366482337592196,-0.09366822673457229,0.047472324903488614,0.024282611456086425,0.029518556356460716,0.034981341651989656,0.02358804424291491,0.06329457102712896,-0.061709642118556236,0.007639417037110948,0.023921840334824654,,-0.03130963202691252,0.02607660287397129,0.03623640713707225,0.022147819044395056,0.037211710054108095,0.0360566628400305,,0.04130716773396487,0.028046671067451973,,0.031407486461223426,0.03771711958148155,0.008878102400206747,,0.0248775443158632,,0.0324349624600521,,0.03154202086501615,,
5,2014-06-01,0.036565872122175984,-0.010835078796544054,0.0415199423541014,0.02745165308684214,0.017035094914142818,0.02612826603325416,0.02860438799989511,0.009043292788569041,-0.00794951064106175,0.07180018219743783,0.007793125946710209,-0.0037010849801491705,-0.07332562354885454,0.04414363641228249,0.01113478398127239,0.015981084507391535,-0.004506579337243042,0.0056598135316453515,0.04139884843734221,-0.04959566576819406,0.007202428136405094,0.018171459770743588,,-0.025226766138340396,0.017704144998028387,0.028834482227920673,0.029435888399401658,-0.007228757171866368,0.024435533160180985,,0.005328443261738623,0.014720606577215984,,0.012507044258220804,0.019607776422529186,-0.0010666390255434544,,0.035813953971346846,,0.026559347991327954,,0.031143796102295764,,
6,2014-07-01,0.04625194210506401,0.022820525457844573,0.007969976535047229,0.03898299827703948,0.022634872605188393,-0.003665084876543263,0.0026602714264284785,0.012406377894941322,0.004520259072128919,0.032686101952873095,0.009442144773838836,0.014274405018163397,-0.05015575385241956,0.008737382726053735,0.024733331067950694,0.021657177094093604,0.031235898596650172,0.012213118312491576,0.022469141325210443,-0.031196822888330734,0.0033872396757013297,0.02059947598943423,,-0.0157703890573242,0.01555563364425974,-0.004955489321110773,0.017958164058567164,0.024999167925016667,0.009757745648320625,,-0.005814149278775733,0.018777065010704252,,0.0,0.02976755936961315,0.030690705998523853,0.013259158618431776,0.015750901349764562,,0.02314220190117185,,0.0012812280755252938,,
7,2014-08-01,0.06589918082186066,0.024542594862225698,0.03258410491015711,0.03918114958969647,0.027445664344228887,0.020909931426527268,0.043099904777319134,0.03532858226787265,0.022499550470434827,0.0824191864075102,0.020131122765477866,0.03812007151202173,-0.0885535661097839,0.05727847017185081,0.028242559956958558,0.02829767380829885,0.022826952465893106,0.031749229579775544,0.05626669685803129,-0.06030447165563299,0.016129015218210408,0.04919860995961519,,-0.029580689015885193,0.017212624873789783,0.026929194233936957,0.022440941270228932,0.029380514684524645,0.030780223287405862,,0.028725097972397348,0.03332059471554659,,0.07250249908758878,0.04453642513042852,0.01275732427588486,0.02617121078606754,0.03782149162570971,,0.036421884899352074,,0.028884918950604712,,
8,2014-09-01,-0.09882801768139865,-0.03135880101656446,-0.09684431806037254,-0.09413770222211064,-0.04696257407835505,-0.09387447373411721,-0.06777818800745807,-0.07226023309484671,-0.09761954000321904,-0.2217718411449026,-0.0974349482220697,-0.060962752739912016,0.25260881021109666,-0.09962995664315427,-0.07799261949261657,-0.07767401240927652,-0.10643772989003131,-0.04741649809417919,-0.1512346255572008,0.1644859439252336,-0.050572124910081485,-0.0758304975713765,,0.07916994986923281,-0.0687772319799097,-0.061056728617127444,-0.08509821044551032,-0.06685517101058831,-0.09583331909136253,,-0.07271659296504446,-0.072646292183716,,-0.06509766026053873,-0.11032973217945222,-0.06760922532019462,-0.05777710957178847,-0.07434404206836763,,-0.0653640757724024,,-0.070362346486034,,
9,2014-10-01,0.019366366539892783,-0.006294933325334918,0.022886283275961983,0.02255650863192012,0.014014514854350504,-0.005650921005670189,0.0173671069022978,-0.0044223749589511795,-0.012414142930300628,0.03162200050824883,0.015113249546667233,0.0028174139355294442,-0.060614822158686105,0.011740469057361527,0.01129538188089714,0.014196082371541796,0.028338136407300665,-0.03027203133261794,0.0262625847203797,-0.038523265014122975,-0.017884882854236346,0.015076853158144141,,-0.01726160776442631,0.007734056279734596,-0.015214533118238751,0.01232497573765589,-0.030349907628211003,-0.004224357996595914,,-0.002255653548304971,0.0077937364703552,,0.006676748468460975,0.013222933369689324,0.015012380110678462,-0.006516274236132858,0.02086625996107034,,0.018649479281109556,,0.01146778838806496,,
