CARZ,CROP,DZK,EFO,EFU,FDTS,FLM,FTAG,FTRI,HGI,IDMO,IPO,PAGG,PEX,SOIL
0.01959877504731579,0.03727655908147468,0.10591099601673264,0.07760674397311401,-0.07647355499213145,0.06803858490677189,0.07822907969544557,0.06093584794630225,0.19270529585206805,0.08482231304646952,0.09332968517536808,-0.013911021725337352,0.014711871003321615,0.015819090766271277,0.04680484013514817
-0.002186049173578916,0.029336177256791864,-0.0019236411293262895,0.016052556563096527,-0.011279270274088836,-0.0005576795630375563,-0.0145505088519238,-0.04717954235973778,-0.09378174349696976,-0.03402854653718495,-0.03464562489998465,0.023265419576924275,0.05383039507274838,0.019641143666087938,0.018916660285641148
-0.04819900106267019,0.00605632847306485,-0.09966953129459068,-0.08003106210365217,0.04618810875878301,-0.002510645985618649,-0.02568772301148308,-0.10979554290922834,-0.056805492722833535,-0.03579538305296297,-0.053833695791067726,-0.01948851830663972,-0.028814752478746743,-0.02473246683664109,-0.015189975340017503
-0.03457494025672276,-0.02478750701331157,0.051529089197342594,0.0308745097704,-0.03936176782736489,-0.0027910410998440885,-0.016192630940113317,-0.1992271689899529,-0.18067976222905965,-0.032714397021413176,-0.024784381965493932,-0.0045546966310775995,-0.038998731966772636,0.028431277217103,-0.04284488011647226
-0.06782408416180152,-0.07588964136999317,-0.21855457973894094,-0.15421020539571687,0.13593572089154926,-0.05564972691700838,-0.03017514307185361,-0.03021136877045366,-0.05167392300537607,-0.07068231139565515,-0.07428572588047151,-0.09276218210850304,-0.07776607121280389,-0.021848890764744937,-0.06893483632620484
-0.0464047490083577,-0.0023575505936728105,-0.14086350565633365,-0.11344311881280532,0.09090923987826663,-0.042477100689069465,-0.052219278768913885,-0.1588785316070595,-0.16039907303782175,-0.0588623628677888,-0.11496927110556583,-0.08757450571886771,-0.09773846348380386,-0.07020123061733095,-0.08749985631921789
0.11273287834293982,0.08074040532570106,0.20381204006214665,0.17700617102033206,-0.12801610203449448,0.05164414557884127,0.07667587059972751,0.10555560660433473,0.17762322474407335,0.09297628819626384,0.12237187689246325,0.07889448274964449,0.07957319984624778,0.08067476503383272,0.04847209912862248
0.008648762992585258,0.005102012264975196,-0.028427525152363593,-0.015059301396507482,0.014091756428546756,-0.010714291330324052,-0.014498954605588232,-0.13902848833611756,-0.15953313865375374,-0.02467527407767214,0.02419037294812412,0.0027946869487460923,-0.045309959705810164,0.01891028786695041,-0.010050136048288224
-0.029474768103747818,0.009789761803066902,-0.07555561086360123,-0.05728350290889174,0.03865587687633566,-0.002406694224515602,-0.0428385754470236,-0.8373540775176092,-0.09907406622034427,-0.050599020019599567,-0.10971408678981072,-0.02972611468153368,-0.03497099930690837,-0.1030525470708488,-0.08426398572862355
-0.10835780530690788,-0.01732927421392073,-0.17508000370003102,-0.12330585210092893,0.1140841711465172,-0.06768260959596761,-0.05289330683122475,3.623942139527677,-0.032377344762035416,-0.06317010036454876,-0.11339345603753563,-0.15749010761970378,-0.06045174115106685,0.014916316554073519,-0.07645639611547432
-0.045129169972747865,0.022954478310954502,-0.10611950875056753,-0.05625962930744559,0.04934504341874103,-0.04421315605933136,0.008591789566024422,0.0052220606348841745,-0.003215163328158948,0.0,0.04295390064090737,0.02274014109205159,0.011090725754724744,-0.01925321415500401,0.023631751225987603
0.0928944910717944,0.08830983119121373,0.19750077642599287,0.13520414598585168,-0.1312943206897759,0.10408142049138212,0.11050644157626313,0.06493478807239511,0.09354819700413136,0.08308139295731014,0.1314204667387915,0.07170656979646968,0.060328860026628475,0.09190965655112827,0.0729039834664336
-0.023096236398872184,-0.018290670758497985,0.05716857956807859,0.031697181260742266,-0.04479037839574124,0.009844459796074907,0.0193905817174516,0.04146360225361867,0.10561280978361312,0.056783837844570674,0.01773310123293066,0.0377205797411566,0.030603741306155573,0.023268294892793688,0.012457479012670341
0.009177403459068824,0.023035269440730144,-0.004291758525350112,-0.006305133082403367,-0.005516587317573847,0.00030544722776094485,0.0020902801003343818,-0.02341943750672327,-0.06500438162127163,-0.0239680745449489,0.016558788241696085,0.01151742830845611,-0.018402393991432658,0.020855821482051843,-0.038031119664294726
-0.09730224471449993,0.0016556087921161585,-0.12564662659119566,-0.06414395371500313,0.013615769719107407,-0.022609179190732225,-0.06070087736130333,-0.01870480552880033,-0.0009524937480272961,-0.01909966689257564,-0.04489461497572386,-0.04851499322773875,-0.01874730159645512,-0.05657435568155837,-0.047674592062197936
0.12633534124659945,0.03206609035279198,0.1279270318123716,0.07951183574485376,-0.08034824815014724,0.053004018712765985,0.051299157257365405,0.03763422850908262,0.01739320832156039,0.0451375434690313,0.04046283393930693,0.05473190573534565,0.02699519860148285,0.06708040877583409,0.042735158721450284
0.01841240955016615,-0.008007721417654616,0.013330575038650145,0.006509042793640184,-0.012171945350088392,0.008071924801403112,0.014152893958597371,0.03956677624198755,0.020852972109895725,0.011409429080688982,-0.006456846171475545,0.033086504810854483,0.03451210834381318,0.016086540264699797,0.04918020798744873
-0.01956149103506469,0.03228931744005027,0.030838825638920337,0.028704334555817144,-0.03696622117060889,0.04744982659992808,0.009789669226813836,-0.024920730492357646,-0.012070229366823004,0.009290130375194815,0.010560437760158092,0.011950346151594408,-0.044481096614979766,-0.008045730729765685,-0.039062488001887205
0.029052196623510138,-0.016890809416317404,-0.06966515259142039,-0.04819678246931109,0.047768052362821584,-0.04041869492916727,-0.017739294554455384,0.017863848017850747,0.013049330343470495,-0.004711129697450799,-0.057675606070961276,-0.04216275362302207,0.015763662986062202,-0.007477866489922515,0.0011613906395872744
-0.013860260064898594,-0.0117722383125541,-0.057342108395808125,-0.03661642515927552,0.030936333376005758,-0.020100495559368103,0.03254932869696196,0.009610775846328022,0.03752356405542781,-0.0033333126517840787,-0.04225356234808246,0.02765442944619903,0.021729751050938276,0.024664874271543118,0.016241589624126217
0.029306172700031618,0.012234375272282128,0.1009064874795899,0.05111853871162179,-0.0497501389613717,0.0075414842351904455,0.02277817867716808,0.03581154337785985,0.04068696869488088,0.008695757291301747,0.0044563127508293375,-0.006727560513971109,0.025855094283057743,0.020669773907969046,0.025113923793672704
0.04490161129627359,0.04113114956974217,0.07475619248967454,0.06522494950732298,-0.06592787835288738,0.036444877476695184,0.005368860501712918,0.05957825852490521,0.007005127732203727,0.04802032133246906,0.054154611052333095,0.03628458870292348,0.041358101561339164,0.022403124180324148,0.1059366545619824
0.0075629156953488,0.018862058580585584,0.028024204532860232,0.021806843924737227,-0.02431788143483057,0.025603771450838725,0.00870251169496615,-0.005389757893673461,-0.023478053247283224,0.006385753233755539,0.008043966927853042,0.05508877943012449,-0.0047337977332216,0.0027840633870601073,-0.04158002496133757
0.009174163961889123,-0.01699542315230148,0.0962934752716956,0.06297301916626763,-0.06413365911274928,0.011347610074692129,0.025294137254901896,0.032930446400045166,0.0017808633184501683,0.0145938071745005,0.015539864064101103,0.02300889531182968,0.013476193542890796,0.016153471508198482,0.00867689717466495
-0.0023964831880845306,0.016363047100294563,0.07191407663704641,0.04678069618879509,-0.04774295166974738,0.03215315435451041,0.03327592210220076,0.00976836616578136,0.023375949818360223,0.02187224631198606,0.009362435106182652,0.03041547236472517,-0.002016512161555553,0.05308017973961033,-0.0010753647216205696
