,Date,AGGY,AGND,AGZD,BIV,BLV,BND,BOND,BYLD,FBND,FCOR,FIBR,FLTB,FTSD,FWDB,GBF,GVI,HOLD,IAGG,ILTB,ISTB,IUSB,KCNY,LDUR,MINC,MINT,NEAR,NFLT,RAVI,SAGG,SCHZ,SPAB,TOTL,ULST,VBND,WYDE,XMPT
26,2016-03-01,0.017497378735819115,0.013833883815987007,0.012755914499441835,0.013150671013055525,0.03259683735730842,0.008962362198109692,0.014216991873273039,0.01621454154645722,0.018637495823400064,0.03662021103800729,,0.008486799302804911,-0.0009321484257718418,0.027188734059134505,0.010799423580971657,0.005653755721080376,0.0067002685588085555,0.008519927413669928,0.030192493746394912,0.01079579227900778,0.015589150583276217,0.01639343952449696,0.010930454241923702,-0.0020618144329896775,0.002924681518308971,0.0018411217270089537,0.01591511809739848,0.0028176067867615004,-0.008995059945654056,0.008666602979708258,0.010769220186398571,0.0054978618306280045,0.0014240791171885752,0.002723696931933002,-0.04266255461320989,0.018811981362862083
27,2016-04-01,0.007539886710472647,0.012129587492974828,0.0033577166608869118,0.002884039264290512,0.011101788850243578,0.003951268640113644,0.007615336593470433,0.014128856702895128,0.020742955032230205,0.022608132708959918,,0.0025611495533311656,0.0026851949427752313,0.016406205447907114,0.003109434236694989,-0.00026770480577725385,-4.353245961803813e-05,-0.0034217117436940404,0.014455032038951234,0.0029811733262339996,0.004221374504399651,-0.00017582253831073278,0.0038268465734897956,0.006198326190151804,0.003378812905331139,0.0013983415925180693,0.010768278585375865,0.0011815676668026776,-0.007511852894940559,0.0042856310671948485,0.002996264459377504,0.0016200485698654268,0.0026367579331546256,0.0034300611688250085,-0.010738308724832233,0.024065671275083213
28,2016-05-01,0.0008470356359469687,-0.007730208975244284,0.002294295549318875,-0.0019094179755703479,0.0007483609572123005,3.8680527746687655e-05,-0.0015953932527982952,-0.0028351960996552896,-0.000691007868946212,0.000213347898727877,,-0.0015428554265585943,0.0002150448910174812,-0.0026198826735795953,-0.0006039263258314201,-0.002856377781454835,0.0005463971432550331,0.008729142409313875,0.0016277934147099341,-0.00208071640161441,-0.0013687013438725122,-0.01712914348702874,0.004108120457953219,-0.001232073896671937,0.0021535057358150166,-0.0007979664911496854,0.0011879790041128952,0.0011696699402324673,0.002207625391706931,-0.0008696381223097888,0.0007886428020957518,-0.0004043671735618742,0.004054054160180306,-0.0025687572096021096,-0.0027136500794382504,-0.00197209757676346
29,2016-06-01,0.023417811378925825,-0.0266777775962321,-0.004399310940302448,0.026290371557456848,0.05135536573249291,0.02013372961569299,0.01656428526728982,0.016296216087197325,0.017744031526207567,0.021869244864680587,,0.013092580954003237,0.00339758240292913,0.015416336211780004,0.025793988752868355,0.014680861289775887,0.0014726577283762819,0.020288370683047834,0.05914696829987747,0.011627756170911904,0.022785822851828057,-0.009847753345356692,0.002299423814066953,0.002672717982580551,0.0015054573494633866,0.0023970278029842532,0.007739650549072061,0.0022219551673456983,-0.00755193978046205,0.01909088078501759,0.017343953158855827,0.009708717833914183,-0.0013476679595397353,0.015253644168852429,0.0027210340136054247,0.04596814853476314
30,2016-07-01,0.010382851547868359,0.00441749460833904,0.003995178033517397,0.005178710342512854,0.02758302996699257,0.0060891122001014274,0.0061707651337620925,0.002941687311048795,0.015308247705998885,0.020326264762672217,,0.003907781702340823,-0.0025768931511444436,0.018562127604518832,0.004399142293762935,-0.00017640935467864869,0.001253867581186512,0.009036006994835701,0.01268058963730655,0.004175100863009928,0.011499111562227455,0.008137350080762926,0.007582345740724911,0.0018454172647117855,0.0020785820981225355,0.001058213258848051,0.01755081998343126,0.0006155613953986933,-0.012048195881120518,0.0054075753003746466,0.006997721068367719,0.005809315136591226,0.004420280102669535,0.017442055490525545,-0.027408359696518735,0.0024447551772313674
31,2016-08-01,-8.709541535870145e-05,0.008113231058836367,0.006925707251837045,-0.0052496866912452944,-0.003605615905775234,-0.003137004669367781,-0.00036249985031461165,0.005690579321626602,0.0028223017707227857,0.0029392460083345635,,-0.0013293902161558072,0.0020742049514751895,0.0039769703140768095,-0.0015523831745121168,-0.0049413658353239034,0.0009244254704239002,0.001313310511562152,0.0035131497362973114,-0.0008651113487841613,0.0014873855668025946,-0.0077728730569120615,0.0017956036319916697,0.000818686024996269,0.002887505149310037,0.001536624957219845,0.010869099686897072,0.0012933684820186878,-0.003209281274235827,-0.0018122342938402946,-0.003615296178175878,-0.00019912368450760294,0.0018763662098959927,-0.00577927356242472,-0.002511160714285809,-0.004332609994281037
32,2016-09-01,-0.0004803155959925728,-0.000483148288580261,-0.0022986839130042097,0.0016410849103820927,-0.008602504164072145,0.0011259306789575844,0.004741958883365431,0.004002675091964913,0.004798361656212196,0.0007640876331283898,0.0017004949376689185,0.00041283655039079086,0.00553018811253573,0.004617113167622992,-0.0021941349037793954,0.0006207236132142107,0.00040740730855748554,0.000935016717068152,-0.009381970740479594,0.002288244967641332,-0.0009841647907820937,0.005061895061730737,0.0019833517427815615,0.0006134560076295923,0.0006928635490213441,0.000578410426965637,0.0026903422758511376,0.0011631872624525857,0.0,0.0006574556724489452,0.0002410352822879697,-0.000199243023919463,0.0001022442469514696,0.006200367091662565,-0.007580419580419603,-0.012224888148669575
33,2016-10-01,-0.010311794473432974,0.01438229846448638,0.003976230075800919,-0.00947565494589068,-0.030547248971470365,-0.009338910341219805,-0.006588435097076204,-0.0067138467749004015,-0.005733389523350374,-0.008445694528545175,-0.0056257170201336,-0.0013366800535614266,-0.0022316166893732005,-0.009034648200286351,-0.010145975352602817,-0.00611479993317262,0.0007415402858253246,-0.015128913206800678,-0.029127447012396415,-0.0012329920357620613,-0.006791734059299239,-0.014898992219155116,0.0008923579604313493,-0.0008175148170855635,0.001954154320554943,-0.00039833725016685107,-0.0020282217987032,0.0002551765177972714,0.006439129545988962,-0.009333746739123096,-0.00852840112771956,-0.006375772193181361,0.002280065237664406,-0.007490750546339829,-0.01265540178697265,-0.0643253673024427
34,2016-11-01,-0.028902377136296918,0.02665514112390925,0.005643660078761424,-0.03304937006805507,-0.06320300052771938,-0.025788683598459317,-0.022165121663734594,-0.011773963185337692,-0.023931414624382013,-0.032557105287141064,-0.01685132691515236,-0.013736906167620857,-0.004860000076076584,-0.029573942408045138,-0.026693273962012,-0.019884119128236788,-2.4892055668544625e-05,-0.011425692559058103,-0.05953332559474653,-0.00912826602140503,-0.02361742080530219,-0.016037263773911237,-0.0023803539023888372,-0.00818157104073588,0.0009675916804912927,0.0013760704715016787,-0.00666921008029665,-0.0018348536240615709,0.02303259581564941,-0.023157459295136462,-0.024537695317010468,-0.021054722700114745,-0.0004790511717187295,-0.02833843072923709,0.002854753150292796,-0.04466144581435846
35,2016-12-01,-0.001314701051522459,0.016372371131445757,0.007101357721719725,-0.0045252411121423294,0.00432056186155134,0.0007186728219509641,0.0006267101685119066,-0.00021344170668606357,0.01106770576576501,0.010395457145298954,0.005621642301636685,-0.0009002416546235698,0.005416753139497526,0.014692613971041995,-0.003379461969072673,-0.0006368267947021559,-0.0003753660705224876,-0.004092572649697514,0.006280184496534437,0.002428505497881575,0.0012413432710249202,-0.012185164796624562,-0.0010998345612595471,0.0016497833924610551,-0.0002568866563327122,0.0007382372776754593,-0.006396914651512228,0.002248653792675296,0.0006254111888425518,-0.0028760872719912818,-0.00030476715028073285,-0.00880788611224902,0.0007926038760605232,-0.027766837465072806,-0.023341872378540504,0.012794905036522003
36,2017-01-01,0.008530950902509379,-0.004420352621781977,-0.001094450698771976,0.009427990502106133,0.010724279868206314,0.004291121029561584,0.01714488867913438,0.011512814534973098,0.0004442650777509558,0.006553699157049826,0.008099467058654669,0.0031086427182280565,0.0018996135577233858,0.015736194097629892,0.007750851879126794,0.0020027492399225517,0.0015348995990921081,-0.001909269163884227,0.014281965874423428,0.005456855783070014,0.003599518000191296,0.019098231373424753,0.007189662021614858,-0.0002058678196417652,0.0045566520597244385,0.0027538694508209595,0.022815568343787673,0.000694295941758762,0.0006249566885710411,0.0072270420569185406,0.0064015733976775045,0.007232961505124103,0.003753613525417937,0.030419595380470142,-0.010492567458683532,0.035840475160370804
37,2017-02-01,0.007507998315519012,-0.005786413599040901,0.0006211979479151028,0.005279531956394089,0.014726810433002833,0.004077217895591827,0.004381740021163094,0.005611769870684043,0.007114842561742802,0.01223749329929241,0.003311379806484234,0.004925039694955377,0.0026228303307732864,0.008844536791866753,0.006937631307080646,0.002271281911510857,0.0010172357190546153,0.011687618789438812,0.0157145504732091,0.0013960875172533236,0.006370330801136767,0.0038708550440795264,0.0017857263079939483,0.001853397820152452,0.0006895310379860101,0.0,0.009465959358840472,0.0002650309426314057,-0.009056768445144048,0.0044512371779404656,0.004033140134717175,0.004513684673217832,-0.000744755034571848,0.0055113140895221655,-0.0017673637181924448,-0.0015104938132316653
38,2017-03-01,0.00011453288883543236,-0.0001253772022813703,0.0025008276328367905,0.00011164986864914399,-0.006806217115608113,-0.0002623403068714691,0.0012461561373840445,-7.592129119501513e-05,-0.0004056654986295914,0.00033996599999590484,-0.0005831211607839681,0.0010951895675452101,-0.001314710456437723,-0.004300431261725153,-0.0012310660003733295,-0.0010877719361856145,0.0018834141775095842,-0.0006326549287776647,-0.004105008215962334,-9.722374749248031e-05,0.0016398006823868864,-0.0017137535433130668,-0.0001460548381995931,-0.0004111202297586874,0.0019032307347121352,0.001455011663579307,0.001300051887881703,0.0015688441914790503,0.00031521748996491387,-6.224731912292965e-05,-0.00028896438692213827,-0.001838235331663373,0.0023687044873797213,-0.0016444582402375413,-0.00737680753546201,-0.003044647590824021
39,2017-04-01,0.009072857274304352,0.0015974784159218276,-0.0008323678018419832,0.011332680137014028,0.015553700104118362,0.007755869424516454,0.00608783668900536,0.005231369794845395,0.008386372970883777,0.007691182421408639,0.010060015746055553,0.004326363607504913,-0.00019792851781266565,0.01580730025650715,0.007823055922516578,0.005353938439762458,-0.00018112351263696914,0.005213697136791363,0.016248352500068175,0.005093435153409389,0.009204139306005566,0.0003065273179634572,0.0018351259057622874,0.0004112893191180605,0.0011231920576590278,0.0013753052971027012,0.006488573827035718,0.0006501362349753763,-0.00787657525813919,0.0077735464733719745,0.008714943141712372,0.007775752154199963,0.000646371770055148,0.0113958973987994,-0.007431629233996112,0.018061256654253642
40,2017-05-01,0.010322350378770854,-0.0074385166009525395,-0.0011487496434090547,0.008393305697439285,0.01908821274863516,0.0071888956675159234,0.00797152503263378,0.008279144902655614,0.004388367052720634,0.0073660555988939785,0.007653753888465384,0.002741474520958197,0.0007305636301818166,0.008204679501345735,0.010219036080165802,0.003700658870830703,0.0020748048877652307,0.0051659534281079,0.013100026960678695,0.0031130450120074203,0.00622194761492887,0.01317822274011692,0.0031764553113635486,0.0006166084021949081,0.001733785692790949,0.0005777476678725965,0.010628894604374583,0.002027713844736071,-0.004763393845723073,0.00730292470977588,0.007668102464615336,0.003248730964466936,0.001217169554321617,0.007077915050459475,0.003593860544889503,0.017606129998238407
41,2017-06-01,0.0012286405647938434,0.0012706062334061539,0.00407219433650718,-0.0023710983162347353,0.008909985366549049,0.0004749138006085316,-0.000837247862674477,0.0015747307750475748,-0.0021500456185209074,0.0019979735737401996,-0.002201301012058823,0.0005731854882075391,-0.0007590977505577908,0.003649046932107462,-5.4470276832714553e-05,-0.004676232140545735,0.002094287512403189,-0.005519173805236251,0.011512722419055325,-0.00023616320116217788,2.902175898098369e-05,0.004839546254976302,0.002774789412090643,0.0014379622021364069,0.0013395592543431754,0.002012557374586133,-0.003413018440010877,-6.512946223419612e-05,-0.004148074514863535,-0.00023900366154820391,-2.2881189932879777e-05,-0.004047783849423056,-2.460869035599368e-05,-0.008029409647270698,0.0008953447266693559,0.0024709057660912267
