,BIL,DFVL,DFVS,DLBL,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEI,ITE,PLW,RISE,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TAPR,TBF,TBX,TLH,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
0,0.00021820711887215295,0.013184862562162223,-0.00127646164291353,,-0.01599015990159911,0.004078891910265074,-0.009345794392523534,0.009864517369391071,-0.011080332793640341,0.003491141139118918,0.007151578330661781,0.0020327671537199374,0.0005757205814304972,0.0006712607613984069,0.005384807737162569,,0.0007910352311959663,0.0017029137856149528,0.0001814515502554148,0.000117531564965235,0.0022075563078070796,0.0019981887582445294,-0.011461972056137224,,-0.008734942913661527,-0.005794570468921027,0.003416140851829533,0.016317935660414385,-0.02507062966016923,-0.023054412570116,0.0008837002974572077,-0.005663742193483604,0.009698312202484486,0.00030080782576264055,-0.019067811716823282,0.009046549187525583,0.0060823805896249245,0.001726627831677095,0.002059056753452882,0.00032781708722765305,0.008860010006047839
1,-0.00021815951491294924,-0.03481489047878627,0.039366079738396634,,-0.0031250000000000444,-0.015064369835329392,0.022536687631027428,-0.022597974783377967,0.04866953951924154,0.011255484691047514,-0.010737841678633765,-0.00393701131533462,-0.0067632009897628685,-0.0043559724016520454,0.0007707648740256017,,-0.001266270975370651,-0.006693451088163628,9.102280028971622e-05,-0.0010285746591102004,0.006251565643695221,-0.004320467599091105,0.015717520852421518,,-0.008812079571866789,0.003987735480357851,0.0005646815624747917,0.01756705736708813,-0.03082418362217531,-0.028683204569024623,-0.0011135079613045086,-0.010323887351862526,-0.017653003837953846,-0.0027053249875677613,0.013822962400889281,0.012758518386129465,-0.024938578463025038,-0.006916318860175847,0.007456671044955148,-0.0015747276007432613,0.010517249571598086
2,0.0,0.008930099651022648,-0.02434830300049181,,-0.037931003134796235,0.013060697938833098,-0.02050228088159917,0.018198105337140377,-0.040066810014463786,0.03757126385499671,0.007002818750049403,0.007380984704041439,0.004744521871663285,0.002783337031445639,0.012322520178288889,,0.0016730534557123742,0.00495793576400597,0.0,0.0010416543777401351,0.01920451490281304,0.0016690477017713237,-0.010147083213956442,,-0.021731918562808875,-0.009777059375264126,0.011171434509977695,0.059588005730375905,-0.06536640217181544,-0.0660402967615079,0.0014494857738316363,-0.02302153822834132,0.006870935776113435,-0.009342774319251035,-0.028121037807441972,0.04209233608675243,0.030073051235049053,0.0058577077894373065,0.018946104323644623,0.0014295673267155453,0.041630486098856216
3,0.0,0.03922252758109211,-0.050415933976099524,,-0.07266216772035944,0.016963528126148802,-0.026426006634589046,0.0251977871316206,-0.08313039999999998,0.040986947600889,0.027642576495132017,0.007871355058839047,0.008702159428769677,0.006923608657316248,0.020051509860524213,,0.0009276211867182573,0.01083399933451066,0.0,0.0017873934446625708,0.0283347718854314,0.002998937174499161,-0.0453613531522297,,-0.03062951718757374,-0.01696987256782239,0.021772220294349633,0.08794659821549346,-0.09155851675244181,-0.08996831513114373,0.0014534283810635283,-0.032768799519185654,0.06587933165812805,-0.02099178878878132,-0.055238999529620365,0.05669007781776455,0.03417315487204128,0.010222292031384419,0.026698325015270787,0.0013789410377179007,0.04658656313082592
4,-0.00021888111769497842,-0.0060120406477614605,0.010087629948905228,,0.0024596627708946437,-0.009507923110793614,0.0077936309538733555,-0.012575092344594457,0.010622078504473467,-0.01104709325859674,0.0006767213554945419,-0.0018049961144635607,-0.001549551438064885,-0.0011559823992218466,-0.002106361403069849,,-0.00024086654091892584,-0.0008399420664075184,0.0,-0.0008153326829738461,-0.0013087867816915335,-0.0009965656876313666,-0.001073852348993198,,0.0,-0.0015694020885022586,-0.002937371063309498,-0.009983875431677192,-0.0010347576900162838,0.0020530256847632543,-0.0006908993988424781,0.0007612311063198515,-0.0071411743619784985,0.0037289423109293797,0.0018562103299802817,-0.008658083316566693,-0.007015020916690172,-0.0013772383304441395,-0.0011915789609490337,-0.000720858218266123,-0.00842672343593008
5,-0.0002185020777528475,-0.01461690188172047,0.031800237366629194,,-0.003154574021921691,-0.00909398772155623,0.014400026666666576,0.017655601089887063,0.024774775704758854,0.02350276215809252,0.005071834148036034,-0.0010930000331200208,-0.004662957923559551,-0.002645005550600396,0.001738540098586165,,-0.000828091160585812,-0.004966601832817448,-9.101451589361257e-05,-0.0007928468306854454,0.0038614913217456695,-0.0026606384129730437,0.003493711461803587,,-0.008680541407135752,0.0018862237219829444,0.0006899411003060649,0.016102849616770377,-0.02941796359244783,-0.028999236135639563,-0.00147842337434223,-0.008368180406148106,0.0057044244571102035,0.001238362986174396,0.00416857184234884,0.017718439598062043,-0.002493256362239055,-0.004994002751648623,0.004978592599666373,-5.872727662363237e-07,0.02116042089648786
6,0.00021854983134508895,0.030349495981261843,-0.047376365123605005,,-0.10021100210228541,0.0103671142080217,-0.024710908919271513,0.014078469852104664,-0.0827838125561836,0.06971481792085991,0.011101766003334408,0.011934390368440169,0.009028525322066659,0.007081641369005781,0.027788210053536162,,0.0013565085309274504,0.01160423438989344,9.102280028971622e-05,0.001835472979728561,0.04298783135629743,0.0606870393295778,-0.042046063202999466,-0.1268490021012766,-0.047285414700483384,-0.019454061409967582,0.026563115788057715,0.14422919949119628,-0.13532547396562658,-0.1340692106164519,0.00247065812379105,-0.04449563201723666,0.038224379209103605,-0.017625224061654073,-0.060424343267210655,0.08715042969109567,0.037771249958905656,0.011405957397887998,0.04297223718667803,0.0013299317783825781,0.07586830134882427
7,0.0,-0.019857686579513534,0.03556144194858589,,0.05353649863227823,-0.004541648367676236,0.009164447933393443,-0.011779512320277963,0.0531150138532342,-0.03737907446138818,-0.014307120041471917,-0.0065933679050207885,-0.005165695012738392,-0.003766489396597574,-0.014027946605889482,,-0.0003926648591921036,-0.007061604561579748,-0.00018139276293975228,-0.0007445560269164013,-0.018331770401174428,-0.05249938724658033,0.02991333519709254,0.07078206080297052,0.019852911968704978,0.009599930318471377,-0.012869550659420212,-0.06645196110556571,0.0560356124330966,0.05641996867399371,-0.0008499031904349544,0.017262232135009298,-0.03301666942478445,0.008183738297892757,0.028964161916276758,-0.042414673091899655,-0.044504821158970746,-0.006346233716229243,-0.019590566847581533,-0.0005078685382581271,-0.040898800191217284
8,-0.0002185020777528475,0.03646798919466497,-0.07461915827523867,,-0.08048954304486435,0.04258197026022306,-0.04967940837818932,0.06144461385774647,-0.08646192315275221,0.050252906263928955,0.004219409282700422,0.010276766922917572,0.009564890439656863,0.007305040576253937,0.019260866022385248,,0.002792782122502802,0.012169609999717985,0.00018142567224370878,0.002580096069700351,0.024342308347108918,0.0036497029166738344,-0.006514712269272639,-0.10706541194333365,-0.029920651004791757,-0.01616478799890075,0.017976899151524197,0.08062313052834885,-0.08859274295634369,-0.08818315583003446,0.0019334715484948973,-0.03314927833939025,0.043232650883260657,-0.01998121334264288,-0.047710020547029726,0.06160389498893716,0.053256805901115735,0.010654487571922517,0.027208308382997228,0.002297822281781172,0.0522902831143135
9,0.0,0.0,-0.03487723214285714,,-0.07624045678739592,-0.015721247719266706,-0.026138278463278323,0.0,-0.0660024906600249,0.043405988261418456,0.00352939495798325,0.008519562102514068,0.006776643447875256,0.004412221925707602,0.01785492535887315,,0.0008139831227380241,0.0069805435253491,-9.101451589361257e-05,0.0010636146201996144,0.02729865695569772,-0.0016528768251435869,-0.01475401719967306,-0.08737871147139052,-0.030471965099622706,-0.016752567042672094,0.01221943006050538,0.09083350167358022,-0.09104896010351834,-0.0879547962943923,0.00084413295933903,-0.011836611857495783,-0.1076052848625566,-0.008282906165606707,-0.04208400768129423,0.05863513647255661,0.0250870517517022,0.007232424552958535,0.024581259254847745,0.0013773475217403624,0.04141861493895474
