,Date,BIL,DFVL,DFVS,DLBL,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,RISE,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TAPR,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
0,2013-12-09,0.0,0.0,0.012471938139186829,0.0,-0.008330991853984542,-0.011344429201753598,0.011951129542679769,0.0,0.004852766095114885,0.005148878103121948,-0.0007106787617391326,0.00040544865463753676,0.0017145034451938061,-0.0008063279242842141,0.0010418916061837313,-0.0010123779685418893,0.0003377362798856871,,7.872779236756218e-05,0.00019235061990565438,0.0,0.00010587561054593432,0.007484400080618616,-0.0013280860031614032,-0.009033178931474093,,-0.0033587136099070907,-0.007134588014762418,-0.0005975276771627611,0.004318970484505511,0.005802750821389132,0.007626620777451565,-0.010440027242150483,-0.01155079030473503,-0.0009824069729020978,-0.0046682264904332905,0.0033141312552612584,0.0008851375003834844,-0.0007978731742184743,0.007763932308714549,-0.0013754943446325615,-0.0006303086267616605,0.006029724883972771,-0.0001644442654354461,0.013253711101282687
1,2013-12-16,-0.0002185934598698361,0.0,0.019709263365360916,0.001295723961913758,-0.012321450919110926,0.004110327181200961,0.004107830446525447,-0.01904898812206342,0.020283387645955733,-0.0032695549706837396,-0.009601724409611448,-0.00041020950901582144,-0.002185294737796708,-0.0034749063842567413,-0.0021873256419561466,0.0058229083390973855,0.003713674382813411,,-0.0007914230844493458,-0.003808439692231452,-9.060515325614991e-05,-0.0007097984572969475,0.008570666768240465,-0.002659601315602801,0.011332815964523188,,-0.011335868456591213,-0.0216861532319317,0.002092687870931317,0.004000633378552053,0.010076426194808055,0.03049878972405632,-0.031227686915309586,-0.03008012683416166,-0.0001968031708471743,-0.0067001631591304045,-0.008257765923785295,0.004422283459801623,0.003992068718465119,0.019452863176479488,-0.004722300038155674,-0.0029959758869019556,0.0073771000855200036,-0.0006563037922767697,0.019561390922357064
2,2013-12-23,0.000218641253417891,0.0,0.0164291137093286,-0.015043691362018718,0.039410263680181266,0.0,0.008693428568309253,-0.010856268781153764,0.03124010630356247,-0.014733532617712007,-0.010772046485241552,-0.004511848112343978,-0.010155161746126132,-0.003735940137428286,-0.0040471895447174965,-0.011107843062918912,0.015472550181535212,,-0.00019826909093587712,-0.004778320009871641,0.0,-0.00035557512275480584,-0.021408757516944876,-0.0013333640423632113,0.016321608192974714,,0.020762181506735054,0.040529807162569806,0.008054952517313274,-0.015857646520033436,-0.023405307488172503,-0.06005621364759252,0.060403419771435596,0.05957167267006491,-0.00039264682745220004,0.013153420921324249,-0.023313882648320513,0.0023481748810437624,0.025447402622014188,-0.03835255601030142,-0.015421398448331463,-0.008065563628477483,-0.020289865022721454,-0.0011493076547385663,-0.04241790417004287
3,2013-12-30,-0.0002185934598698361,0.0,0.0009508200618016787,-0.00459842346195483,-0.006546699399890807,0.0,0.0030417996694093864,-0.00015461430964247095,-0.005813892288861556,0.002250121205927818,0.005989147222836566,0.0013183583473316907,0.003158139688015522,0.0013005068956329108,0.0011695773645120787,0.0020427059787019907,-0.0023185341533157474,,0.0003009301303426995,0.001812382416287151,0.00010882436589277958,0.00036749763711472274,0.005794423339813558,0.0023366231384812156,-0.0064717160481372734,,-0.003946214530214334,-0.006806947449610315,-0.0026635295682372185,0.003762324632306605,0.0068160617996609624,0.012640718906013633,-0.014240618024452431,-0.011265512518782588,0.0003047880606736477,-0.001331563883982694,0.003978532731863739,-0.0005857876216180558,-0.0054284847467818914,0.00726922337712903,0.0022087819521187657,0.0054636222114631304,0.005378609737553293,0.001052071800083312,0.019404278786749798
4,2014-01-06,0.0,-0.01525131689339139,-0.028259391397307196,0.02590329935813733,-0.0411861637114862,-0.009551441078774666,-0.010108718726307826,0.004638265306122287,-0.0464758974160729,0.036143064829343576,0.019303626195201158,0.0057663134327653005,0.01054535132224477,0.004914232953471828,0.0032159549791543405,0.012567968842732985,-0.02091637264770026,,0.00019814402305684794,0.005949159221949512,0.0,0.0003551097322600396,0.021807642386374202,0.0016648850067557178,-0.028709359982886304,,-0.021640007464272425,-0.043533414575633755,-0.009792187422844894,0.015176493288105775,0.021924289809313248,0.06332293236645838,-0.06223074368933282,-0.06378446784469237,0.0007867317003885498,-0.020999966786229434,0.027455232416582567,0.0,-0.0319688133360277,0.04349529689274592,0.02103791596743451,0.005573077190627776,0.021114560888080385,0.00016473466344971328,0.03797161188538149
5,2014-01-13,-0.0002183031658139212,0.0015839493136218991,-0.0004886608254477191,0.011740109359922755,-0.0183275783692772,0.0005165834337867932,0.002042430535738101,0.01954442815276576,-0.009038056810845711,0.014624664250122012,0.004778761061946958,0.0008185808284368016,0.003378731543757979,0.0005802842003567331,0.000506589279651211,0.003354484335068769,-0.00779923530854843,,0.00039631424609922833,0.0007630095125804273,0.0,-0.00011807453037315251,0.00847202118112306,-0.00365681017459993,-0.007948311373487966,,-0.012149478838687895,-0.020169836784967875,-0.003596121066391623,0.006012329725649452,0.010247949868618206,0.03009580286788157,-0.03258802572123346,-0.031050952031508126,0.0,-0.011235961682242264,0.003856755688668316,-0.009961842024395224,-0.011276650642077866,0.019813071577966586,0.005886825955091942,0.0007922080266250725,0.009730861318728133,-0.0003288238386884183,0.019564679784165918
6,2014-01-20,0.0,-0.008785802143735724,-0.019804448909317835,0.019392735654109147,-0.03238042684890385,0.0037866094246681546,0.005605121019108368,0.015999969811320652,-0.025732930757884995,0.02872096012605508,0.007750554870530214,0.0036822377430319776,0.00693358481037329,0.002982123334458775,0.002866467458570558,0.010793007656838032,-0.014354150838345127,,0.00019811002118737378,0.004003512344747142,-9.053773296717052e-05,0.0007104998137013637,0.01680151184078426,0.001000868846378004,-0.011266825519950646,,-0.01797543428671701,-0.03805520836285169,-0.007819437742412692,0.010095229460289755,0.01896116189180498,0.056568698603669886,-0.05680588187127141,-0.05505343686576986,0.0007864862968210615,-0.020661178915790293,0.0263448728039496,-0.012429681731229584,-0.022810609724132964,0.037573138342840075,0.013656219215112746,0.0036391788000112277,0.01626261114962843,0.0008220690793379706,0.03077087644310401
7,2014-01-27,0.0,0.035277468533947955,-0.022948416063856416,0.007172914728188686,-0.01959596138655168,0.0089163237311386,-0.02406893782445053,0.009062546696257508,-0.03443667669675689,0.010793920760612629,0.0020975878709593573,0.0028535535378593564,0.006099280143741533,0.00404665852444837,0.002354279123896886,0.005634703158091491,-0.011789129894704112,,0.0007911948245260367,0.003796480728034842,0.0,0.0009478103098713377,0.007626152384987637,0.0010001435268445996,-0.005824360302640498,,-0.00738600079159045,-0.015486356419570106,-0.006062459986440922,0.0063166447340951785,0.007443189454176331,0.021572846888501942,-0.022240285376748974,-0.02472044882172143,0.0,-0.006680734412569093,0.02005348024371109,-0.003296484644943728,-0.016256789080549363,0.015368531638700531,0.012509500903516305,0.004414036625052344,0.007113115403923317,0.0013144908437529442,0.007050255364499357
8,2014-02-03,0.0002183508324919123,0.012842465313614201,0.0007659688928245712,-0.005728363878517703,0.01322266297662968,0.004758650577838147,-0.012201479750778904,0.008686749372401447,-0.0017312673729664337,-0.021049505688096392,0.004883987270748683,-0.0012191514639003343,-0.0021516231746649896,0.00032933275217926294,-0.00033545536420573693,-0.0039552945331981695,-0.0010527060694621516,,0.0001976841571801017,0.00018964110064691604,9.054593079047369e-05,0.0,-0.012141397326467024,0.0026639604604257955,-0.004330056257262154,,0.009705659409067306,0.01987679011841501,-0.0003050519938013988,-0.005562035211061692,-0.013760399106687226,-0.033787548991297794,0.030217467283434777,0.031206157025194085,0.0006875415035878439,0.008495505096174456,0.0007863219482093032,-0.0015034580054075805,-0.003389729773326367,-0.023312684535228195,-0.001710623787967369,-0.0006280441228203081,-0.013094799748978566,-0.00016421932543647509,-0.018377146246912175
9,2014-02-10,0.0,-0.008284057200877255,-0.0005102295788206894,-0.0029586109785328823,0.0033383914009592723,-0.00186063940900941,0.002890959340103975,-0.007298204428602994,0.013874436351023315,-0.004929667426543073,-0.003818816111459429,0.0005282485348628637,-0.0005430911802156446,-0.0007569902929351311,-0.00016186324579491555,-0.0043017512218827495,0.004917533500353439,,0.00011666768001680677,-0.0008367208983314932,-9.053773296717052e-05,-8.314459605388161e-05,-0.0007340386780843419,-0.001992704849348736,0.007162931696085867,,0.0022428333190274777,0.003926023708061423,0.0018302540187914295,-0.0007285373705175907,0.0005841155179969498,-0.007152843424459059,0.004512535233467776,0.0038290484034931333,-0.0001962699845537859,0.0021059938090768103,-0.008381270622067404,-0.0006021233078817948,0.005952235596026846,-0.005878014905889689,-0.0038081119222319504,-1.6300260868032806e-05,0.0002007534723898912,6.550061111905882e-05,-0.004791441170215782
