,FPE,IPFF,PFF,PFXF,PGF,PSK,SPFF
27,0.014903781623929259,-0.04678131177686132,0.015716056647479774,0.011900034184541325,0.014567882182059348,0.015901200843811008,0.005865621235975277
28,0.0011799976720843234,-0.055718755837847876,0.012024592046327037,0.02267826521935484,0.014954116556997191,0.0017390873968013633,0.007616844809874823
29,0.03209658278880318,0.043393624763489846,0.014058852028089075,0.012927651921182531,0.014537954686977515,0.021944649983315183,0.024664803857229592
30,0.0099518495154175,0.02075013070300799,0.00014224009757059293,6.853928758721072e-05,0.005598445968561843,0.001722783232695133,-0.0011719874235486686
31,-0.0002729441987227147,-0.009671265875403704,-0.010562421843625614,-0.0062967267390148535,-0.013735051060938804,-0.022355953681602418,-0.014494928078128919
32,0.004040559213018065,-0.024295191004715177,-0.009700825672995343,-0.02409650222592543,-0.007149618373379073,0.0032460962541785506,-0.015604403079142645
33,-0.03178319568372887,-0.008339178761254475,-0.03363084933787515,-0.03759648609655441,-0.038720622561618144,-0.04732240244806883,-0.01823212914534096
34,0.013666575878916865,0.019628982238350506,-0.0026201509443974065,0.0008278455065881596,0.0014044066903627448,-0.021688672136900032,6.181424533701175e-05
35,0.019046766249568716,0.08526385017440495,0.03452260948538295,0.03445536327596885,0.02789436329730685,0.05196212496978883,0.030793474514115692
36,0.019638040666869853,0.0005897014021572455,0.015747891904514876,0.0177395490543313,0.019349060436173668,0.018488470504158767,0.00997724677282817
37,0.0030831283734390463,0.026114246335752347,0.005038266230902141,0.0030094721354987,0.006102138068493905,-0.0024958633241193746,-0.0005178863688467687
38,0.015394870758422944,-0.012483313845242759,0.013010024186140398,0.00965881776219489,0.01622039904838039,0.04425074331246189,0.0001966208132648025
39,0.012129440722800536,-0.0022526484118422637,0.005732571153696677,0.007277271936872016,0.011226365947398025,0.011183099694306309,-0.011316706607099202
40,0.011676593223705225,0.06141556795081818,0.008103304028519434,0.003432728726257085,0.009137900435472012,-0.0053084736037412854,0.009652184048690969
41,0.012706332624272601,0.04504435551714002,0.006709740889106886,0.00498002320484896,0.0033797897942138013,0.01970183519001156,0.012086059317957464
42,-0.00019696033983507359,-0.011494444196999387,-0.0005409955634989929,0.005881568502587667,0.0017897731289168528,0.001105183364892738,-0.008215716683449588
43,0.00398999532018119,0.01246005020716801,-0.001643597028323888,-0.0003955923057186602,0.0012714074281263365,-0.013027132411674618,0.0010236238208958396
44,0.007693185088781092,-0.002676231553988551,-0.003729845505338737,0.001376534422411933,-0.002397021676305759,0.014101167988703697,-0.015575328006955012
45,-0.0009594827215299235,0.008951322894138913,0.006356665065923393,0.004102353030876047,0.009246387967750042,0.0038006758813888615,-0.009529968264514558
46,0.0038914750785670896,0.00692785614270065,-0.007783599253594428,-0.01221674396685394,0.0012521176531605834,-0.01915376020625751,0.0010593394826006036
47,-0.010495198821442384,0.05686822844827061,-0.004299658846173743,-0.009238984749122329,-0.02037017342238165,-0.014930942886314757,0.012989462205327316
48,0.0009032883505103341,-0.06017368158910887,-0.002392391620239315,-0.004668016583164011,0.017972560374627966,0.012172348437809247,-0.01314713799184622
49,-0.009667256461002036,-0.01678448184637226,0.005852474200833768,0.006155547648579289,0.003299208510587004,0.009583048730533053,-0.0038591315687852195
50,0.00300060390889819,-0.0009986676703379466,-0.006896944551189064,0.0005301226724509165,-0.008273273632725384,-0.010382406388525982,0.0036765286655026184
51,-0.01389719835808162,-0.008032717523371709,0.007685665580872934,0.008016297738248832,0.007376723275425203,0.011196722041819294,0.0071378860004229425
52,0.004302451444248227,-0.019700497692782204,0.017280381446156626,0.025824952052660225,0.010085552811912772,0.013790075319706082,0.011057517213939603
53,0.013188504635427601,0.023159506329224092,0.002036478392029598,0.00025566137602467306,-0.0011022200247060336,-0.002500479640937944,0.0057569065867798625
54,0.008673536656845629,-0.0005695162948308994,0.014502561210583277,0.022588232114230715,0.011591279393457138,0.013700074928982175,0.017476842569749674
55,-0.005506367168436842,0.005837440811991912,-0.016745642167358576,-0.015303543574966102,-0.011936037464717445,-0.016567926702720864,-0.007623041852120535
56,-0.01386881570447146,-0.04626057871358721,-0.022515066857507527,-0.03324025174476718,-0.014366270520015302,-0.02013051330784593,-0.028059087877363078
57,-0.01712553719892585,-0.05741966591491097,-0.022376880925749226,-0.012374198994903118,-0.016894743765860025,-0.025249119564811483,-0.01431680218875296
58,-0.015758645881824004,-0.03830250593598096,-0.022785711568580152,-0.030565339379393396,-0.0015689624555999082,-0.014595758070350571,-0.016494113412642886
